mz	intensity	ms runs	percentage	theoretical m/z	delta PPM	primary identification	other identifications
299.25795	31.4	2/85	0.8%	?	?	?	?
299.30566	19.6	1/85	0.1%	?	?	?	?
299.65651	8.0	1/85	0.2%	?	?	?	?
299.66915	18.7	3/85	0.6%	?	?	?	?
299.67466	35.0	6/85	0.7%	?	?	?	?
299.68725	24.5	5/85	0.6%	?	?	?	?
299.69282	42.9	4/85	0.8%	?	?	?	?
299.81673	20.4	2/85	0.4%	?	?	?	?
299.8313	24.4	1/85	0.9%	?	?	?	?
300.01064	17.7	1/85	0.8%	?	?	?	?
300.02895	21.6	1/85	1.3%	?	?	?	?
300.04304	101.2	1/85	2.4%	?	?	?	?
300.0623	37.3	28/85	3.9%	?	?	?	?
300.08093	48.0	1/85	0.2%	?	?	?	?
300.08264	9.4	7/85	0.8%	300.08263	-0.03	a(DDD)-H2O	['a(DDN)-NH3', 'b(DDS)-H2O', 'b(DNS)-NH3', 'y(DNS)-H2O-NH3', 'a(AC[Carbamidomethyl]M)-H2O-NH3', 'a(CC[Carbamidomethyl]V)-H2O-NH3', 'a(CMQ)-H2O-NH3', 'b(CCK)-H2O-NH3']
300.10126	50.5	11/85	1.6%	300.10125	-0.03	b(ADM)-H2O	['b(AMN)-NH3', 'y(AMN)-H2O-NH3', 'b(CDV)-H2O', 'b(CNV)-NH3', 'y(CNV)-H2O-NH3', 'a(C[Carbamidomethyl]PS)-NH3', 'a(C[Carbamidomethyl]TT)-H2O-NH3', 'b(C[Carbamidomethyl]GV)-NH3', 'y(C[Carbamidomethyl]GV)-H2O-NH3', 'a(DGM[Acetyl])-H2O', 'b(EGM)-H2O', 'a(GM[Acetyl]N)-NH3', 'b(GMQ)-NH3', 'b(GM[Acetyl]S)-H2O', 'y(GMQ)-H2O-NH3', 'a(M[Oxidation]NT)-H2O-NH3', 'a(M[Oxidation]QS)-H2O-NH3', 'a(DDN)-H2O+i', 'a(DNN)-NH3+i', 'b(DNS)-H2O+i', 'b(NNS)-NH3+i', 'y(NNS)-H2O-NH3+i']
300.11902	32.3	38/85	2.0%	300.11901	-0.03	a(DDP)	['b(DPS)', 'a(DET)-H2O', 'a(DQT)-NH3', 'b(DTT)-H2O', 'y(DPS)-H2O', 'a(EES)-H2O', 'a(ENT)-NH3', 'a(EQS)-NH3', 'b(EST)-H2O', 'b(NTT)-NH3', 'y(NPS)-NH3', 'y(NTT)-H2O-NH3', 'b(QST)-NH3', 'y(QST)-H2O-NH3', 'a(CKM)-H2O-NH3', 'b(AMN)-H2O+i', 'b(CNV)-H2O+i', 'a(C[Carbamidomethyl]PS)-H2O+i', 'b(C[Carbamidomethyl]GV)-H2O+i', 'a(GM[Acetyl]N)-H2O+i', 'b(GMQ)-H2O+i']
300.13028	10.4	13/85	1.0%	300.13025	-0.1	b(ANN)	['b(GNQ)', 'y(GHS)', 'y(ANN)-H2O', 'y(GNQ)-H2O']
300.13432	13.3	3/85	1.0%	300.13427	-0.17	a(AQY)-H2O-NH3	['a(ASW)-NH3', 'a(FNT)-H2O-NH3', 'a(FQS)-H2O-NH3', 'a(GTW)-NH3', 'b(GPY)-H2O']
300.13763	14.5	13/85	1.0%	300.13764	0.03	b(AMP)	['b(CPV)', 'a(GM[Acetyl]P)', 'a(AC[Carbamidomethyl]I)-NH3', 'a(AC[Carbamidomethyl]L)-NH3', 'a(AM[Acetyl]T)-H2O', 'b(AM[Oxidation]V)-H2O', 'y(AMP)-H2O', 'a(CEI)-H2O', 'a(CEL)-H2O', 'a(CIQ)-NH3', 'a(CLQ)-NH3', 'a(CL[Acetyl]S)-H2O', 'b(CIT)-H2O', 'b(CLT)-H2O', 'y(CPV)-H2O', 'a(DMV)-H2O', 'b(GIM[Oxidation])-H2O', 'b(GKM)-NH3', 'b(GLM[Oxidation])-H2O', 'y(GKM)-H2O-NH3', 'a(KM[Oxidation]S)-H2O-NH3', 'a(MNV)-NH3', 'b(MSV)-H2O', 'a(M[Oxidation]PT)-H2O', 'a(DNP)+i', 'b(NPS)+i', 'a(DQT)-H2O+i', 'a(ENT)-H2O+i', 'a(EQS)-H2O+i', 'a(NQT)-NH3+i', 'b(NTT)-H2O+i', 'y(NPS)-H2O+i', 'a(QQS)-NH3+i', 'b(QST)-H2O+i']
300.14222	45.8	1/85	1.6%	300.14237	0.5	a(YY)+i	['b(AFP)-NH3+i', 'b(AVY)-H2O-NH3+i', 'y(AFP)-H2O-NH3+i', 'a(DFV)-H2O-NH3+i', 'b(FSV)-H2O-NH3+i', 'b(GIY)-H2O-NH3+i', 'b(GLY)-H2O-NH3+i', 'a(PTY)-H2O-NH3+i']
300.14879	65.2	1/85	2.3%	300.14887	0.27	a(CKN)-H2O	['a(C[Carbamidomethyl]GK)-H2O', 'a(GMR)-NH3']
300.15537	111.8	80/85	5.6%	300.1554	0.1	b(ADI)	['b(ADL)', 'b(AEV)', 'a(DGL[Acetyl])', 'a(EPT)', 'b(EGI)', 'b(EGL)', 'b(GL[Acetyl]S)', 'b(PTT)', 'y(PPS)', 'y(ADI)-H2O', 'y(ADL)-H2O', 'y(AEV)-H2O', 'y(AIN)-NH3', 'y(ALN)-NH3', 'y(AQV)-NH3', 'a(DKT)-NH3', 'a(EKS)-NH3', 'y(EGI)-H2O', 'y(EGL)-H2O', 'y(GIQ)-NH3', 'y(GLQ)-NH3', 'y(GL[Acetyl]S)-H2O', 'b(KST)-NH3', 'y(KST)-H2O-NH3', 'y(PTT)-H2O', 'a(AHH)-H2O', 'a(AC[Carbamidomethyl]I)-H2O+i', 'a(AC[Carbamidomethyl]L)-H2O+i', 'a(CIQ)-H2O+i', 'a(CLQ)-H2O+i', 'b(GKM)-H2O+i', 'a(MNV)-H2O+i']
300.16676	32.5	5/85	1.2%	300.16663	-0.43	a(AQQ)	['b(GKN)', 'a(NNV)', 'y(AAR)-NH3', 'y(GKN)-H2O', 'a(RST)-NH3', 'a(GMR)-H2O+i']
300.17071	21.7	33/85	1.6%	300.17065	-0.2	b(IW)	['b(LW)', 'y(IW)-H2O', 'y(LW)-H2O', 'a(AKY)-H2O-NH3', 'b(AFV)-H2O', 'a(FKS)-H2O-NH3', 'a(FPT)-H2O', 'b(FGI)-H2O', 'b(FGL)-H2O']
300.18804	7.9	1/85	0.6%	?	?	?	?
300.1918	40.5	38/85	3.4%	300.19178	-0.07	a(AL[Acetyl]T)	['y(AIP)', 'y(ALP)', 'a(DIV)', 'a(DLV)', 'a(EVV)', 'b(ISV)', 'b(LSV)', 'b(TVV)', 'y(AKV)-NH3', 'y(GIK)-NH3', 'y(GKL)-NH3', 'y(ISV)-H2O', 'y(LSV)-H2O', 'y(TVV)-H2O', 'a(CIK)-H2O+i', 'a(CKL)-H2O+i']
300.20393	17.9	2/85	0.7%	300.20302	-3.03	a(AKQ)	[]
300.6587	15.3	1/85	0.5%	?	?	?	?
300.90938	16.7	2/85	0.8%	?	?	?	?
301.04535	26.7	1/85	0.9%	?	?	?	?
301.05943	20.7	25/85	3.4%	?	?	?	?
301.07686	104.9	1/85	2.4%	?	?	?	?
301.08527	11.8	6/85	0.6%	301.08527	0.0	b(ADM)-NH3	['y(ADM)-H2O-NH3', 'b(CDV)-NH3', 'y(CDV)-H2O-NH3', 'a(DGM[Acetyl])-NH3', 'a(DM[Oxidation]T)-H2O-NH3', 'a(EM[Oxidation]S)-H2O-NH3', 'b(EGM)-NH3', 'y(EGM)-H2O-NH3', 'b(GM[Acetyl]S)-NH3', 'y(GM[Acetyl]S)-H2O-NH3', 'b(M[Oxidation]ST)-H2O-NH3', 'a(DDD)-H2O+i', 'a(DDN)-NH3+i', 'b(DDS)-H2O+i', 'b(DNS)-NH3+i', 'y(DNS)-H2O-NH3+i']
301.09698	33.1	9/85	1.7%	301.0965	-1.59	a(AC[Carbamidomethyl]D)-H2O	['a(AC[Carbamidomethyl]N)-NH3', 'b(AC[Carbamidomethyl]S)-H2O', 'a(CDQ)-H2O', 'a(CEN)-H2O', 'a(CNQ)-NH3', 'b(CNT)-H2O', 'b(CQS)-H2O', 'a(C[Carbamidomethyl]EG)-H2O', 'a(C[Carbamidomethyl]GQ)-NH3', 'b(C[Carbamidomethyl]GT)-H2O', 'b(GM[Oxidation]N)-H2O']
301.10457	17.5	1/85	1.1%	301.1046	0.1	b(ADM)-H2O+i	['b(AMN)-NH3+i', 'y(AMN)-H2O-NH3+i', 'b(CDV)-H2O+i', 'b(CNV)-NH3+i', 'y(CNV)-H2O-NH3+i', 'a(C[Carbamidomethyl]PS)-NH3+i', 'a(C[Carbamidomethyl]TT)-H2O-NH3+i', 'b(C[Carbamidomethyl]GV)-NH3+i', 'y(C[Carbamidomethyl]GV)-H2O-NH3+i', 'a(DGM[Acetyl])-H2O+i', 'b(EGM)-H2O+i', 'a(GM[Acetyl]N)-NH3+i', 'b(GMQ)-NH3+i', 'b(GM[Acetyl]S)-H2O+i', 'y(GMQ)-H2O-NH3+i', 'a(M[Oxidation]NT)-H2O-NH3+i', 'a(M[Oxidation]QS)-H2O-NH3+i', 'a(M[Acetyl]M[Acetyl])-H2O', 'a(CIM[Oxidation])-H2O-NH3', 'a(CLM[Oxidation])-H2O-NH3', 'a(MMT)-H2O-NH3']
301.11429	42.6	37/85	2.1%	301.11426	-0.1	b(ADN)	['b(DGQ)', 'b(EGN)', 'y(ADN)-H2O', 'y(ANN)-NH3', 'y(DGQ)-H2O', 'y(EGN)-H2O', 'y(GNQ)-NH3']
301.11838	12.0	1/85	0.4%	301.11828	-0.33	a(AEY)-H2O-NH3	['b(ATY)-H2O-NH3', 'a(DFT)-H2O-NH3', 'a(EFS)-H2O-NH3', 'b(FST)-H2O-NH3', 'b(GPY)-NH3', 'y(GPY)-H2O-NH3', 'b(MW)-H2O+i']
301.12945	73.3	70/85	3.7%	301.12952	0.23	b(HY)	['b(NW)', 'b(GGW)', 'y(HY)-H2O', 'y(NW)-H2O', 'a(EHP)-H2O-NH3', 'b(FGN)-H2O', 'y(GGW)-H2O', 'b(HPT)-H2O-NH3']
301.13247	29.2	1/85	0.8%	301.13289	1.39	a(AC[Carbamidomethyl]P)	['a(CPQ)', 'a(AM[Oxidation]Q)-H2O', 'a(CDK)-H2O', 'a(CKN)-NH3', 'b(CKS)-H2O', 'a(C[Carbamidomethyl]GK)-NH3', 'a(C[Carbamidomethyl]SV)-H2O', 'a(MNT)-H2O', 'a(MQS)-H2O', 'b(ANN)+i', 'b(GNQ)+i', 'y(GHS)+i', 'y(ANN)-H2O+i', 'y(GNQ)-H2O+i']
301.14105	27.3	4/85	1.0%	301.14099	-0.2	b(AMP)+i	['b(CPV)+i', 'a(GM[Acetyl]P)+i', 'a(AC[Carbamidomethyl]I)-NH3+i', 'a(AC[Carbamidomethyl]L)-NH3+i', 'a(AM[Acetyl]T)-H2O+i', 'b(AM[Oxidation]V)-H2O+i', 'y(AMP)-H2O+i', 'a(CEI)-H2O+i', 'a(CEL)-H2O+i', 'a(CIQ)-NH3+i', 'a(CLQ)-NH3+i', 'a(CL[Acetyl]S)-H2O+i', 'b(CIT)-H2O+i', 'b(CLT)-H2O+i', 'y(CPV)-H2O+i', 'a(DMV)-H2O+i', 'b(GIM[Oxidation])-H2O+i', 'b(GKM)-NH3+i', 'b(GLM[Oxidation])-H2O+i', 'y(GKM)-H2O-NH3+i', 'a(KM[Oxidation]S)-H2O-NH3+i', 'a(MNV)-NH3+i', 'b(MSV)-H2O+i', 'a(M[Oxidation]PT)-H2O+i', 'a(AHH)-NH3']
301.15075	42.9	54/85	2.7%	301.15065	-0.33	a(AEQ)	['b(AQT)', 'y(ANP)', 'a(DNV)', 'b(DGK)', 'y(GPQ)', 'b(NSV)', 'y(AQT)-H2O', 'y(DGK)-H2O', 'y(GKN)-NH3', 'y(NSV)-H2O', 'a(CKN)-H2O+i', 'a(C[Carbamidomethyl]GK)-H2O+i', 'a(GMR)-NH3+i']
301.15467	22.1	6/85	0.8%	301.15467	0.0	y(IW)-NH3	['y(LW)-NH3', 'b(L[Acetyl]Y)-H2O', 'b(AFV)-NH3', 'y(AFV)-H2O-NH3', 'a(FPT)-NH3', 'b(FGI)-NH3', 'b(FGL)-NH3', 'y(FGI)-H2O-NH3', 'y(FGL)-H2O-NH3', 'a(ISY)-H2O-NH3', 'a(LSY)-H2O-NH3', 'a(TVY)-H2O-NH3']
300.08339	1.6	1/85	0.1%	300.0835	0.37	a(AC[Carbamidomethyl]M)-H2O-NH3	['a(CC[Carbamidomethyl]V)-H2O-NH3', 'a(CMQ)-H2O-NH3', 'b(CCK)-H2O-NH3', 'a(DDD)-H2O', 'a(DDN)-NH3', 'b(DDS)-H2O', 'b(DNS)-NH3', 'y(DNS)-H2O-NH3', 'y(C[Carbamidomethyl]H)-NH3+i', 'y(CGH)-NH3+i', 'a(C[Carbamidomethyl]NS)-H2O-NH3+i']
301.15624	6.0	5/85	0.7%	301.15467	-5.21	y(IW)-NH3	['y(LW)-NH3', 'b(L[Acetyl]Y)-H2O', 'b(AFV)-NH3', 'y(AFV)-H2O-NH3', 'a(FPT)-NH3', 'b(FGI)-NH3', 'b(FGL)-NH3', 'y(FGI)-H2O-NH3', 'y(FGL)-H2O-NH3', 'a(ISY)-H2O-NH3', 'a(LSY)-H2O-NH3', 'a(TVY)-H2O-NH3']
301.15739	6.0	3/85	0.8%	301.15875	4.52	b(ADI)+i	['b(ADL)+i', 'b(AEV)+i', 'a(DGL[Acetyl])+i', 'a(EPT)+i', 'b(EGI)+i', 'b(EGL)+i', 'b(GL[Acetyl]S)+i', 'b(PTT)+i', 'y(PPS)+i', 'y(ADI)-H2O+i', 'y(ADL)-H2O+i', 'y(AEV)-H2O+i', 'y(AIN)-NH3+i', 'y(ALN)-NH3+i', 'y(AQV)-NH3+i', 'a(DKT)-NH3+i', 'a(EKS)-NH3+i', 'y(EGI)-H2O+i', 'y(EGL)-H2O+i', 'y(GIQ)-NH3+i', 'y(GLQ)-NH3+i', 'y(GL[Acetyl]S)-H2O+i', 'b(KST)-NH3+i', 'y(KST)-H2O-NH3+i', 'y(PTT)-H2O+i', 'a(L[Acetyl]M[Acetyl])', 'a(IMT)-NH3', 'a(LMT)-NH3', 'a(M[Oxidation]VV)-NH3']
301.16223	13.0	5/85	1.2%	301.16188	-1.16	a(DGR)	['b(GRS)', 'y(GRS)-H2O']
301.18019	8.7	1/85	0.8%	301.18121	3.39	a(GNR)+i	[]
301.18194	14.5	2/85	0.8%	301.18121	-2.42	a(GNR)+i	[]
301.187	123.9	76/85	3.5%	301.18703	0.1	a(AEK)	['b(AKT)', 'y(GKP)', 'a(INT)', 'a(IQS)', 'a(LNT)', 'a(LQS)', 'a(QTV)', 'y(AKT)-H2O']
301.19283	18.1	1/85	0.5%	?	?	?	?
301.19511	31.9	5/85	1.1%	301.19513	0.07	a(AL[Acetyl]T)+i	['y(AIP)+i', 'y(ALP)+i', 'a(DIV)+i', 'a(DLV)+i', 'a(EVV)+i', 'b(ISV)+i', 'b(LSV)+i', 'b(TVV)+i', 'y(AKV)-NH3+i', 'y(GIK)-NH3+i', 'y(GKL)-NH3+i', 'y(ISV)-H2O+i', 'y(LSV)-H2O+i', 'y(TVV)-H2O+i']
301.21621	46.7	5/85	1.1%	?	?	?	?
301.22789	64.4	1/85	1.3%	?	?	?	?
301.2737	79.7	1/85	0.8%	?	?	?	?
301.65606	15.7	1/85	0.6%	?	?	?	?
301.67416	38.6	5/85	0.9%	?	?	?	?
301.6797	17.5	3/85	0.6%	?	?	?	?
301.69238	15.4	1/85	0.5%	?	?	?	?
301.69705	78.3	6/85	13.4%	?	?	?	?
301.72385	80.6	6/85	13.7%	?	?	?	?
301.82693	29.6	1/85	0.6%	?	?	?	?
301.83684	114.9	5/85	12.3%	?	?	?	?
301.8476	47.1	2/85	1.3%	?	?	?	?
301.86382	124.3	5/85	13.3%	?	?	?	?
302.0424	91.1	11/85	2.3%	?	?	?	?
302.04472	27.3	5/85	1.1%	?	?	?	?
302.05984	264.1	6/85	5.7%	?	?	?	?
302.0773	67.9	1/85	0.8%	?	?	?	?
302.08447	8.9	1/85	0.7%	302.08454	0.23	b(M[Acetyl]Y)-H2O-NH3	['b(DGY)-H2O-NH3+i']
302.09827	28.5	27/85	2.1%	302.09828	0.03	b(ADD)	['b(DEG)', 'y(ADD)-H2O', 'y(ADN)-NH3', 'y(DEG)-H2O', 'y(DGQ)-NH3', 'y(EGN)-NH3', 'a(ACM[Acetyl])-H2O', 'a(CM[Oxidation]P)-H2O', 'b(CCI)-H2O', 'b(CCL)-H2O', 'b(GMM)-H2O']
302.11354	24.9	33/85	1.4%	302.11353	-0.03	b(DW)	['y(DW)-H2O', 'y(HY)-NH3', 'y(NW)-NH3', 'b(DFG)-H2O', 'b(FGN)-NH3', 'y(FGN)-H2O-NH3', 'y(GGW)-NH3', 'a(NSY)-H2O-NH3']
302.11695	39.5	6/85	1.3%	302.1169	-0.17	b(M[Acetyl]Q)	['b(AGM[Acetyl])', 'a(CEP)', 'b(CPT)', 'b(GM[Oxidation]P)', 'y(M[Acetyl]Q)-H2O', 'a(AEM[Oxidation])-H2O', 'a(AM[Oxidation]Q)-NH3', 'b(AM[Oxidation]T)-H2O', 'y(AGM[Acetyl])-H2O', 'a(CDK)-NH3', 'b(CKS)-NH3', 'y(CKS)-H2O-NH3', 'y(CPT)-H2O', 'a(C[Carbamidomethyl]SV)-NH3', 'a(DMT)-H2O', 'a(EMS)-H2O', 'y(GM[Oxidation]P)-H2O', 'a(MNT)-NH3', 'a(MQS)-NH3', 'b(MST)-H2O', 'a(M[Acetyl]SS)-H2O', 'b(ADN)+i', 'b(DGQ)+i', 'b(EGN)+i', 'y(ADN)-H2O+i', 'y(ANN)-NH3+i', 'y(DGQ)-H2O+i', 'y(EGN)-H2O+i', 'y(GNQ)-NH3+i']
302.13451	32.4	35/85	2.7%	302.13466	0.5	a(AEE)	['b(AET)', 'y(ADP)', 'a(DDV)', 'b(DSV)', 'y(EGP)', 'y(AET)-H2O', 'y(AQT)-NH3', 'y(DGK)-NH3', 'y(DSV)-H2O', 'y(NSV)-NH3', 'a(CIM)-H2O', 'a(CLM)-H2O', 'a(AC[Carbamidomethyl]P)+i', 'a(CPQ)+i', 'a(AM[Oxidation]Q)-H2O+i', 'a(CDK)-H2O+i', 'a(CKN)-NH3+i', 'b(CKS)-H2O+i', 'a(C[Carbamidomethyl]GK)-NH3+i', 'a(C[Carbamidomethyl]SV)-H2O+i', 'a(MNT)-H2O+i', 'a(MQS)-H2O+i']
302.15007	38.3	29/85	2.4%	302.14992	-0.5	y(PW)	['b(FGP)', 'a(AEF)-H2O', 'a(AFQ)-NH3', 'b(AFT)-H2O', 'y(FGP)-H2O', 'b(GVY)-H2O', 'a(PSY)-H2O']
302.1345	21.3	1/85	1.9%	?	?	?	?
302.15315	10.9	6/85	1.1%	302.15329	0.46	b(KM[Acetyl])	['a(ACL[Acetyl])', 'b(AMV)', 'b(CVV)', 'a(GM[Acetyl]V)', 'b(GIM)', 'b(GLM)', 'a(MPT)', 'y(KM[Acetyl])-H2O', 'a(AKM[Oxidation])-NH3', 'y(AMV)-H2O', 'y(CVV)-H2O', 'y(GIM)-H2O', 'y(GLM)-H2O', 'a(IM[Oxidation]S)-H2O', 'a(KMS)-NH3', 'a(LM[Oxidation]S)-H2O', 'a(M[Oxidation]TV)-H2O', 'a(AEQ)+i', 'b(AQT)+i', 'y(ANP)+i', 'a(DNV)+i', 'b(DGK)+i', 'y(GPQ)+i', 'b(NSV)+i', 'y(AQT)-H2O+i', 'y(DGK)-H2O+i', 'y(GKN)-NH3+i', 'y(NSV)-H2O+i']
302.16112	12.7	1/85	0.8%	302.16115	0.1	b(RY)-H2O	['b(AHK)-H2O-NH3', 'a(HIN)-H2O-NH3', 'a(HLN)-H2O-NH3', 'a(HQV)-H2O-NH3', 'a(L[Acetyl]M[Acetyl])+i', 'a(IMT)-NH3+i', 'a(LMT)-NH3+i', 'a(M[Oxidation]VV)-NH3+i']
302.1711	12.6	19/85	1.8%	302.17105	-0.17	y(L[Acetyl]Q)	['y(AGL[Acetyl])', 'a(DIT)', 'a(DLT)', 'a(EIS)', 'a(ELS)', 'a(ETV)', 'b(IST)', 'b(LST)', 'a(L[Acetyl]SS)', 'y(PSV)', 'b(TTV)', 'y(AKT)-NH3', 'y(IST)-H2O', 'y(LST)-H2O', 'y(TTV)-H2O', 'a(AHR)-H2O-NH3', 'a(CKP)+i', 'a(AKM[Oxidation])-H2O+i', 'a(KMS)-H2O+i']
301.02275	3.9	1/85	0.3%	?	?	?	?
302.17831	605.6	1/85	0.0%	302.17915	2.78	y(ISV)-NH3+i	['y(LSV)-NH3+i', 'y(TVV)-NH3+i']
302.17111	11.7	1/85	1.0%	302.17105	-0.2	y(L[Acetyl]Q)	['y(AGL[Acetyl])', 'a(DIT)', 'a(DLT)', 'a(EIS)', 'a(ELS)', 'a(ETV)', 'b(IST)', 'b(LST)', 'a(L[Acetyl]SS)', 'y(PSV)', 'b(TTV)', 'y(AKT)-NH3', 'y(IST)-H2O', 'y(LST)-H2O', 'y(TTV)-H2O', 'a(AHR)-H2O-NH3', 'a(CKP)+i', 'a(AKM[Oxidation])-H2O+i', 'a(KMS)-H2O+i']
302.19025	11.2	17/85	1.4%	302.19038	0.43	a(AEK)+i	['b(AKT)+i', 'y(GKP)+i', 'a(INT)+i', 'a(IQS)+i', 'a(LNT)+i', 'a(LQS)+i', 'a(QTV)+i', 'y(AKT)-H2O+i', 'a(CII)', 'a(CIL)', 'a(CLL)', 'a(MVV)']
302.19626	137.1	3/85	1.9%	302.19754	4.24	a(HIP)-H2O	['a(HKV)-H2O-NH3', 'a(HLP)-H2O']
302.20761	50.7	6/85	1.1%	302.20743	-0.6	y(KL[Acetyl])	['y(AIV)', 'y(ALV)', 'y(GII)', 'y(GIL)', 'y(GLL)']
302.21953	21.4	1/85	0.3%	?	?	?	?
302.26887	63.7	1/85	5.8%	?	?	?	?
302.31644	68.7	1/85	7.1%	?	?	?	?
302.30345	1.2	1/85	0.1%	?	?	?	?
302.31636	69.8	1/85	7.1%	?	?	?	?
302.33757	71.2	46/85	7.2%	?	?	?	?
302.32262	1.4	1/85	0.2%	?	?	?	?
302.34977	45.0	1/85	2.6%	?	?	?	?
302.36112	118.3	3/85	4.8%	?	?	?	?
302.38527	70.0	30/85	7.2%	?	?	?	?
302.38572	82.3	16/85	7.2%	?	?	?	?
302.66388	21.2	4/85	0.6%	?	?	?	?
302.66938	27.1	5/85	0.9%	?	?	?	?
302.68205	30.1	6/85	0.8%	?	?	?	?
302.68761	29.1	5/85	1.1%	?	?	?	?
302.70018	19.0	2/85	0.6%	?	?	?	?
302.81986	23.6	3/85	0.8%	?	?	?	?
302.85533	19.5	5/85	1.3%	?	?	?	?
302.88917	1179.5	9/85	6.7%	?	?	?	?
302.92491	19.4	4/85	1.0%	?	?	?	?
302.93712	1264.6	8/85	6.7%	?	?	?	?
302.92536	1.5	2/85	0.0%	?	?	?	?
302.93483	549.2	2/85	4.3%	?	?	?	?
303.02022	555.0	6/85	6.1%	?	?	?	?
303.03847	10.7	1/85	0.4%	?	?	?	?
303.04577	8.6	3/85	0.6%	303.04678	3.33	a(CDM[Oxidation])-H2O-NH3	['b(CM[Oxidation]S)-H2O-NH3']
303.05242	70.2	1/85	0.6%	?	?	?	?
303.05685	72.2	6/85	2.9%	303.05801	3.83	b(C[Carbamidomethyl]C[Carbamidomethyl])-H2O	['b(CCN)-H2O', 'b(CC[Carbamidomethyl]G)-H2O']
303.10098	15.4	11/85	0.8%	303.10092	-0.2	b(EM[Acetyl])	['y(EM[Acetyl])-H2O', 'y(M[Acetyl]Q)-NH3', 'a(AEM[Oxidation])-NH3', 'b(AM[Oxidation]T)-NH3', 'y(AGM[Acetyl])-NH3', 'y(AM[Oxidation]T)-H2O-NH3', 'y(CPT)-NH3', 'a(DMT)-NH3', 'a(EMS)-NH3', 'y(GM[Oxidation]P)-NH3', 'b(MST)-NH3', 'y(MST)-H2O-NH3', 'a(M[Acetyl]SS)-NH3', 'b(ADD)+i', 'b(DEG)+i', 'y(ADD)-H2O+i', 'y(ADN)-NH3+i', 'y(DEG)-H2O+i', 'y(DGQ)-NH3+i', 'y(EGN)-NH3+i']
303.11214	38.6	32/85	1.6%	303.11215	0.03	y(HM[Oxidation])	['b(AAC[Carbamidomethyl])', 'b(ACQ)', 'b(GMN)', 'y(AAC[Carbamidomethyl])-H2O', 'y(ACQ)-H2O', 'a(C[Carbamidomethyl]ST)-H2O', 'y(GMN)-H2O', 'a(M[Oxidation]NS)-H2O']
303.12992	8.9	15/85	0.7%	303.12991	-0.03	a(DNT)	['a(DQS)', 'a(ENS)', 'b(NST)', 'b(QSS)', 'y(NST)-H2O', 'y(QSS)-H2O']
303.14517	8.6	20/85	1.2%	303.14517	0.0	y(FH)	['a(GSW)', 'b(RY)-NH3', 'y(RY)-H2O-NH3', 'a(ANY)-H2O', 'a(DHI)-H2O-NH3', 'a(DHL)-H2O-NH3', 'a(EHV)-H2O-NH3', 'a(FNS)-H2O', 'a(GQY)-H2O', 'b(HIS)-H2O-NH3', 'b(HLS)-H2O-NH3', 'b(HTV)-H2O-NH3']
303.1533	16.1	5/85	0.7%	303.15327	-0.1	y(PW)+i	['b(FGP)+i', 'a(AEF)-H2O+i', 'a(AFQ)-NH3+i', 'b(AFT)-H2O+i', 'y(FGP)-H2O+i', 'b(GVY)-H2O+i', 'a(PSY)-H2O+i']
303.16129	23.3	5/85	1.1%	?	?	?	?
303.16648	24.9	5/85	1.1%	303.1663	-0.59	y(ANV)	['a(DKS)', 'y(GIN)', 'y(GLN)', 'y(GQV)', 'b(KSS)', 'a(QTT)', 'y(KSS)-H2O', 'a(M[Acetyl]R)+i']
303.17043	21.3	9/85	1.0%	303.17032	-0.36	b(FL[Acetyl])	['y(FL[Acetyl])-H2O', 'a(AIY)-NH3', 'a(ALY)-NH3', 'a(FIS)-NH3', 'a(FLS)-NH3', 'a(FTV)-NH3']
303.17426	23.9	3/85	1.0%	303.1744	0.46	y(L[Acetyl]Q)+i	['y(AGL[Acetyl])+i', 'a(DIT)+i', 'a(DLT)+i', 'a(EIS)+i', 'a(ELS)+i', 'a(ETV)+i', 'b(IST)+i', 'b(LST)+i', 'a(L[Acetyl]SS)+i', 'y(PSV)+i', 'b(TTV)+i', 'y(AKT)-NH3+i', 'y(IST)-H2O+i', 'y(LST)-H2O+i', 'y(TTV)-H2O+i', 'a(AHR)-H2O-NH3+i']
303.17746	79.1	49/85	3.0%	303.17753	0.23	y(QR)	['y(AGR)', 'a(RSS)']
303.17922	18.3	1/85	1.2%	?	?	?	?
303.19959	36.8	1/85	1.0%	?	?	?	?
303.20271	24.1	25/85	1.3%	303.20268	-0.1	y(GKV)	['a(KTT)']
303.21388	53.9	43/85	2.0%	303.21392	0.13	y(KR)	[]
303.23182	13.3	1/85	0.4%	?	?	?	?
303.39651	33.0	10/85	5.0%	?	?	?	?
303.14489	5.8	1/85	0.4%	303.14517	0.92	y(FH)	['a(GSW)', 'b(RY)-NH3', 'y(RY)-H2O-NH3', 'a(ANY)-H2O', 'a(DHI)-H2O-NH3', 'a(DHL)-H2O-NH3', 'a(EHV)-H2O-NH3', 'a(FNS)-H2O', 'a(GQY)-H2O', 'b(HIS)-H2O-NH3', 'b(HLS)-H2O-NH3', 'b(HTV)-H2O-NH3']
302.60028	94.4	1/85	0.0%	?	?	?	?
302.19005	7.6	1/85	0.5%	302.19038	1.09	a(AEK)+i	['b(AKT)+i', 'y(GKP)+i', 'a(INT)+i', 'a(IQS)+i', 'a(LNT)+i', 'a(LQS)+i', 'a(QTV)+i', 'y(AKT)-H2O+i', 'a(CII)', 'a(CIL)', 'a(CLL)', 'a(MVV)']
