mean monoisotopic m/z	average intensity	ms runs	percentage of spectra	theoretical m/z	delta PPM	primary identification	other identifications	labels
136.08684	2.9	41/94	2.4%	?	?	?	?	
136.0876	2.0	6/94	0.8%	?	?	?	?	
136.33605	4.7	6/94	4.3%	?	?	?	?	
136.77452	9.6	6/94	8.9%	?	?	?	?	
137.0457	4.0	12/94	1.0%	?	?	?	?	
137.05741	0.8	5/94	0.8%	?	?	?	?	
137.0589	6.8	13/94	2.5%	137.05971	5.91	C8H9O2		
137.05964	2.0	18/94	1.6%	137.05971	0.51	C8H9O2		
137.06506	12.5	24/94	3.3%	?	?	?	?	
137.07086	6.4	20/94	1.3%	137.07094	0.58	b{GP}-H2O	a{AQ}-H2O-NH3, a{AAG}-H2O-NH3	
137.07324	0.7	9/94	0.7%	?	?	?	?	
137.07912	46.9	94/94	12.5%	137.07904	-0.58	IY+i	b{AV}-H2O-NH3+i, b{GI}-H2O-NH3+i, b{GL}-H2O-NH3+i, a{PT}-H2O-NH3+i	IMM
137.09605	5.4	13/94	5.1%	?	?	?	?	
137.13239	5.3	16/94	2.9%	?	?	?	?	
137.65849	4.0	6/94	3.6%	?	?	?	?	
137.9641	0.6	4/94	0.9%	?	?	?	?	
138.0549	43.4	87/94	4.2%	138.05495	0.36	b{GP}-NH3	a{AE}-H2O-NH3, b{AT}-H2O-NH3, y{GP}-H2O-NH3	
138.06615	24.1	87/94	6.6%	138.06619	0.29	b{H}	IH+CO, y{H}-H2O	
138.09131	4.3	49/94	1.8%	138.09134	0.22	a{IS}-H2O-NH3	a{LS}-H2O-NH3, a{TV}-H2O-NH3, b{L[Acetyl]}-H2O	
138.12772	1.2	12/94	1.1%	?	?	?	?	
138.55095	9.9	6/94	9.1%	?	?	?	?	
139.05017	7.0	71/94	1.8%	139.0502	0.22	y{H}-NH3	IH+CO+H2O-NH3, a{NS}-H2O-NH3, a{GGS}-H2O-NH3	
139.0584	7.3	43/94	1.1%	139.0583	-0.72	b{GP}-NH3+i	a{AE}-H2O-NH3+i, b{AT}-H2O-NH3+i, y{GP}-H2O-NH3+i, C2H9N3O4	
139.0753	4.2	12/94	6.2%	139.07536	0.43	b{L[Acetyl]}-NH3	y{L[Acetyl]}-H2O-NH3	
139.08651	11.3	82/94	4.1%	139.08659	0.58	b{GV}-H2O	a{PS}-H2O	
139.09779	8.2	32/94	2.0%	139.09782	0.22	b{R}-H2O		
139.11169	1.8	13/94	1.8%	?	?	?	?	
139.45193	4.3	6/94	4.0%	?	?	?	?	
139.99192	0.8	6/94	1.1%	?	?	?	?	
140.03755	2.5	12/94	2.0%	?	?	?	?	
140.07056	9.1	83/94	2.2%	140.0706	0.29	b{GV}-NH3	a{PS}-NH3, y{GV}-H2O-NH3, a{TT}-H2O-NH3	
140.08176	8.5	51/94	5.7%	140.08184	0.57	b{R}-NH3	IR+CO-NH3, a{AN}-H2O, a{GQ}-H2O, a{AGG}-H2O, y{R}-H2O-NH3, IK+CO+H2ON2-H2O-NH3	
140.10695	2.9	24/94	0.9%	140.10699	0.29	a{AI}-NH3	a{AL}-NH3	
140.14328	8.9	12/94	10.1%	?	?	?	?	
140.95923	20.4	49/94	4.7%	?	?	?	?	
141.05453	0.7	9/94	0.9%	?	?	?	?	
141.06579	34.2	94/94	9.6%	141.06585	0.43	a{AD}-H2O	a{AN}-NH3, b{AS}-H2O, a{EG}-H2O, a{GQ}-NH3, b{GT}-H2O, a{AGG}-NH3	
141.09096	2.3	12/94	2.0%	?	?	?	?	
141.09657	1.9	9/94	1.2%	?	?	?	?	
141.09756	2.9	3/94	3.4%	?	?	?	?	
141.10218	66.2	94/94	18.6%	141.10224	0.43	a{AP}	a{GK}-NH3, a{SV}-H2O	COM
141.1077	3.4	3/94	0.7%	?	?	?	?	
141.12733	0.8	11/94	0.8%	?	?	?	?	
141.13859	0.7	11/94	0.6%	?	?	?	?	
141.14666	0.8	8/94	1.1%	?	?	?	?	
141.74321	2.0	6/94	2.0%	?	?	?	?	
141.95859	1.5	9/94	3.0%	?	?	?	?	
142.04982	3.4	12/94	0.8%	142.04987	0.35	a{AD}-NH3	b{AS}-NH3, a{EG}-NH3, b{GT}-NH3, y{AS}-H2O-NH3, y{GT}-H2O-NH3	
142.06514	2.8	3/94	0.7%	142.06513	-0.07	IW-NH3	a{FG}-H2O-NH3	IMM
142.08626	2.3	43/94	1.0%	142.08626	0.0	a{SV}-NH3		
142.09749	2.0	18/94	0.8%	?	?	?	?	
142.10564	1.5	31/94	2.0%	142.10559	-0.35	a{AP}+i	a{GK}-NH3+i, a{SV}-H2O+i	
142.11008	10.4	12/94	5.7%	?	?	?	?	
142.12266	12.1	89/94	2.2%	142.12264	-0.14	C8H16NO		
142.6771	2.7	6/94	2.7%	?	?	?	?	
143.04511	2.7	25/94	0.8%	?	?	?	?	
143.07022	1.3	21/94	0.8%	?	?	?	?	
143.0815	44.0	94/94	8.2%	143.0815	0.0	b{AA}	y{AA}-H2O, a{ST}-H2O	
143.08553	0.5	7/94	0.7%	?	?	?	?	
143.09402	12.1	8/94	2.5%	?	?	?	?	
143.1125	0.6	4/94	0.8%	?	?	?	?	
143.11789	151.1	94/94	24.5%	143.11789	0.0	a{AV}	a{GI}, a{GL}	COM
143.12236	0.9	3/94	1.1%	?	?	?	?	
143.59582	1.4	4/94	0.8%	?	?	?	?	
143.98682	0.6	4/94	0.8%	?	?	?	?	
144.01136	1.8	19/94	0.8%	144.01138	0.14	b{CG}-NH3	y{CG}-H2O-NH3, b{C[Carbamidomethyl]}-NH3, y{C[Carbamidomethyl]}-H2O-NH3	
144.04771	3.2	7/94	0.6%	144.04776	0.35	a{GM}-NH3		
144.06551	13.3	86/94	1.8%	144.06552	0.07	y{AA}-NH3	a{ST}-NH3	
144.07674	1.0	34/94	0.7%	144.07675	0.07	a{GN}	a{GGG}	
144.08076	4.7	55/94	1.2%	144.08078	0.14	C10H10N		
144.09301	1.9	6/94	1.9%	?	?	?	?	
144.1019	0.7	21/94	0.6%	?	?	?	?	
144.12137	6.2	53/94	2.8%	144.12124	-0.9	a{AV}+i	a{GI}+i, a{GL}+i	
145.04953	4.8	54/94	0.9%	145.04954	0.07	C6H9O4		
145.06077	24.7	93/94	5.7%	145.06077	0.0	a{DG}	b{GS}, y{GS}-H2O	
145.08585	3.5	24/94	1.2%	?	?	?	?	
145.09714	24.2	94/94	4.3%	145.09715	0.07	a{AT}		
145.10113	2.6	12/94	2.0%	?	?	?	?	
145.13351	1.1	12/94	0.8%	?	?	?	?	
146.06005	7.7	82/94	1.6%	146.06004	-0.07	b{Y}-H2O	IY+CO-H2O	
146.06339	7.1	30/94	1.8%	146.06341	0.14	IM[Acetyl]	a{DG}+i, b{GS}+i, y{GS}-H2O+i	IMM
146.08113	0.8	10/94	0.7%	?	?	?	?	
146.09238	3.4	57/94	1.3%	146.0924	0.14	C5H12N3O2		
146.0937	4.2	24/94	2.1%	?	?	?	?	
146.12879	0.8	3/94	0.6%	?	?	?	?	
146.5	6.9	6/94	6.9%	?	?	?	?	
146.59542	1.1	9/94	0.7%	?	?	?	?	
147.02873	4.5	12/94	0.9%	?	?	?	?	
147.04404	9.5	85/94	2.6%	147.04406	0.14	b{Y}-NH3	y{Y}-H2O-NH3	
147.04716	3.5	11/94	1.2%	147.04813	6.6	y{GS}-NH3+i		
147.06511	5.2	16/94	3.3%	?	?	?	?	
147.07641	19.0	93/94	4.6%	147.07642	0.07	y{Q}	y{AG}, a{SS}	
147.08039	2.9	12/94	2.9%	?	?	?	?	
147.10023	7.0	20/94	1.0%	147.10023	0.0	C5H13N3O2		
147.10044	6.2	14/94	2.1%	147.10023	-1.43	C5H13N3O2		
147.10153	1.4	14/94	0.9%	147.10023	-8.84	C5H13N3O2		
147.1064	5.2	12/94	0.9%	?	?	?	?	
147.11277	688.3	94/94	58.0%	147.1128	0.2	y{K}	IK+CO+H2O	COM
147.11678	6.6	30/94	1.5%	147.11683	0.34	C11H15		
147.48003	4.3	6/94	4.4%	?	?	?	?	
148.0427	1.7	7/94	1.7%	148.04268	-0.14	b{M[Oxidation]}	y{M[Oxidation]}-H2O	
148.06038	2.5	42/94	1.2%	148.06043	0.34	y{E}		
148.06846	0.9	11/94	0.7%	?	?	?	?	
148.07563	0.9	27/94	1.3%	148.07569	0.41	b{F}	y{F}-H2O	
148.08683	6.5	9/94	1.8%	?	?	?	?	
148.11621	18.1	76/94	8.2%	148.11615	-0.41	y{K}+i	IK+CO+H2O+i	
148.97187	7.4	23/94	1.0%	148.97168	-1.28	C3HO7		
148.9769	1.8	12/94	1.8%	?	?	?	?	
149.01205	0.7	9/94	0.8%	?	?	?	?	
149.02334	11.5	45/94	2.5%	149.02332	-0.13	C8H5O3		
149.02672	6.6	9/94	2.7%	149.02669	-0.2	y{M[Oxidation]}-NH3		
149.03638	3.0	12/94	1.1%	?	?	?	?	
149.03881	1.6	8/94	0.9%	?	?	?	?	
149.04006	2.0	3/94	1.7%	?	?	?	?	
149.04487	15.8	40/94	9.4%	149.04603	7.78	b{M[Oxidation]}+i	y{M[Oxidation]}-H2O+i	
149.05097	6.7	3/94	0.8%	?	?	?	?	
149.05967	4.5	12/94	3.9%	149.05971	0.27	y{F}-NH3		
149.07093	4.0	20/94	1.2%	149.07094	0.07	a{NP}-H2O-NH3	a{GGP}-H2O-NH3	
149.07432	5.3	47/94	1.5%	?	?	?	?	
149.08087	36.1	9/94	1.3%	149.08217	8.72	a{GH}-H2O		
149.09605	4.4	12/94	4.0%	?	?	?	?	
149.13241	4.2	15/94	2.6%	?	?	?	?	
149.51027	0.4	5/94	1.5%	?	?	?	?	
149.5261	0.4	3/94	1.5%	?	?	?	?	
149.52677	0.4	4/94	1.6%	?	?	?	?	
149.52821	0.4	4/94	1.4%	?	?	?	?	
149.53228	0.4	3/94	1.4%	?	?	?	?	
150.02666	1.9	22/94	0.7%	?	?	?	?	
150.04441	13.9	11/94	8.1%	?	?	?	?	
150.05158	1.5	4/94	1.2%	?	?	?	?	
150.05494	10.6	20/94	1.8%	150.05495	0.07	a{DP}-H2O-NH3	b{PS}-H2O-NH3	
150.05831	3.7	30/94	3.1%	150.05833	0.13	y{M}		
150.06393	1.2	3/94	1.0%	?	?	?	?	
150.06619	1.8	31/94	1.0%	150.06619	0.0	a{GH}-NH3		
150.07743	5.2	11/94	0.8%	?	?	?	?	
150.09134	4.2	12/94	1.0%	150.09134	0.0	a{PP}-NH3	b{AI}-H2O-NH3, b{AL}-H2O-NH3, a{GL[Acetyl]}-H2O-NH3	
150.95114	11.2	41/94	2.1%	?	?	?	?	
151.03667	0.5	3/94	0.7%	?	?	?	?	
151.04167	15.8	12/94	7.8%	?	?	?	?	
151.04815	1.6	11/94	1.3%	?	?	?	?	
151.05022	3.7	11/94	0.6%	151.0502	-0.13	b{AN}-H2O-NH3	b{GQ}-H2O-NH3, b{AGG}-H2O-NH3	
151.06178	1.1	6/94	0.8%	151.06168	-0.66	y{M}+i		
151.07531	2.2	12/94	2.8%	?	?	?	?	
151.08659	8.7	21/94	2.5%	151.08659	0.0	b{AP}-H2O	b{GK}-H2O-NH3, a{NV}-H2O-NH3, a{AAA}-H2O-NH3, a{GGV}-H2O-NH3	
151.09645	2.9	23/94	1.6%	?	?	?	?	
151.11169	2.1	12/94	2.5%	?	?	?	?	
151.12301	0.8	9/94	1.1%	151.12297	-0.26	a{PV}-H2O		
151.14801	2.6	14/94	2.2%	?	?	?	?	
151.99196	0.4	3/94	0.8%	?	?	?	?	
152.0342	2.5	24/94	0.6%	152.03422	0.13	b{AD}-H2O-NH3	b{EG}-H2O-NH3	
152.05668	3.6	26/94	14.2%	?	?	?	?	
152.07061	4.8	42/94	1.3%	152.0706	-0.07	b{AP}-NH3	y{AP}-H2O-NH3, a{DV}-H2O-NH3, b{SV}-H2O-NH3	
152.08186	1.6	21/94	1.1%	?	?	?	?	
152.10699	3.8	48/94	1.8%	152.10699	0.0	a{PV}-NH3	a{IT}-H2O-NH3, a{LT}-H2O-NH3	
152.14338	1.5	13/94	1.8%	?	?	?	?	
153.04071	8.6	12/94	2.1%	?	?	?	?	
153.05365	6.9	12/94	1.7%	?	?	?	?	
153.05453	1.5	8/94	2.2%	?	?	?	?	
153.06011	21.6	12/94	3.4%	?	?	?	?	
153.06582	8.7	81/94	3.3%	153.06585	0.2	a{NT}-H2O-NH3	a{QS}-H2O-NH3, a{AGS}-H2O-NH3, a{GGT}-H2O-NH3	
153.09095	4.4	12/94	4.8%	?	?	?	?	
153.10222	9.1	77/94	3.9%	153.10224	0.13	b{AV}-H2O	b{GI}-H2O, b{GL}-H2O, a{PT}-H2O, a{KS}-H2O-NH3	
153.12734	0.9	13/94	1.0%	?	?	?	?	
153.99908	3.1	12/94	1.8%	?	?	?	?	
154.00755	0.9	7/94	1.6%	?	?	?	?	
154.03217	5.8	12/94	0.9%	154.03211	-0.39	b{GM}-H2O-NH3		
154.04984	3.8	52/94	1.3%	154.04987	0.19	a{DT}-H2O-NH3	a{ES}-H2O-NH3, b{ST}-H2O-NH3	
154.07367	2.5	12/94	1.6%	?	?	?	?	
154.08626	8.6	24/94	4.5%	154.08626	0.0	b{AV}-NH3	b{GI}-NH3, b{GL}-NH3, a{PT}-NH3, y{AV}-H2O-NH3, y{GI}-H2O-NH3, y{GL}-H2O-NH3	
154.09748	2.2	31/94	0.9%	154.09749	0.06	a{AQ}-H2O	a{AAG}-H2O	
154.12264	1.6	12/94	1.1%	154.12264	0.0	a{VV}-NH3		
154.159	1.3	12/94	0.9%	?	?	?	?	
155.04511	1.7	27/94	0.8%	155.04512	0.06	b{DG}-H2O	b{GN}-NH3, b{GGG}-NH3, y{GN}-H2O-NH3, y{GGG}-H2O-NH3	
155.07022	6.4	20/94	2.5%	155.07027	0.32	C8H11O3		
155.08146	59.8	94/94	18.0%	155.0815	0.26	b{GP}	a{AE}-H2O, a{AQ}-NH3, b{AT}-H2O, y{GP}-H2O, a{AAG}-NH3	COM
155.09276	6.6	69/94	1.9%	155.09274	-0.13	C6H11N4O		
155.09904	6.0	24/94	2.2%	?	?	?	?	
155.10655	2.3	12/94	2.3%	?	?	?	?	
155.11785	35.5	94/94	11.5%	155.11789	0.26	a{AK}-NH3	a{IS}-H2O, a{LS}-H2O, a{TV}-H2O	
155.15353	1.4	6/94	1.4%	?	?	?	?	
155.60071	1.1	8/94	0.9%	?	?	?	?	
155.97451	0.7	7/94	2.8%	?	?	?	?	
155.98682	1.9	12/94	1.9%	?	?	?	?	
156.06552	2.7	13/94	0.7%	156.06552	0.0	a{AE}-NH3	b{AT}-NH3, y{GP}-NH3, y{AT}-H2O-NH3	
156.07678	26.8	94/94	6.2%	156.07675	-0.19	y{H}	IH+CO+H2O, a{NS}-H2O, a{GGS}-H2O	
156.08494	1.4	31/94	1.0%	156.08485	-0.58	b{GP}+i	a{AE}-H2O+i, a{AQ}-NH3+i, b{AT}-H2O+i, y{GP}-H2O+i, a{AAG}-NH3+i	
156.10192	3.6	35/94	1.5%	156.10191	-0.06	a{IS}-NH3	a{LS}-NH3, a{TV}-NH3, b{L[Acetyl]}, y{L[Acetyl]}-H2O	
156.11317	1.0	25/94	1.0%	156.11314	-0.19	C7H14N3O		
156.1257	1.4	12/94	0.9%	?	?	?	?	
156.13826	0.8	8/94	0.6%	?	?	?	?	
157.0608	19.9	94/94	5.4%	157.06077	-0.19	a{DS}-H2O	a{NS}-NH3, b{SS}-H2O, a{GGS}-NH3	
157.0859	2.0	15/94	2.0%	157.08592	0.13	y{L[Acetyl]}-NH3		
157.09033	1.3	9/94	0.7%	?	?	?	?	
157.09097	6.4	3/94	3.1%	?	?	?	?	
157.09711	49.5	94/94	15.1%	157.09715	0.25	b{GV}	a{PS}, y{GV}-H2O, a{TT}-H2O	
157.10114	1.5	10/94	1.5%	?	?	?	?	
157.10314	2.6	3/94	2.8%	?	?	?	?	
157.10848	20.8	82/94	12.3%	157.10839	-0.57	b{R}	IR+CO, y{R}-H2O, IK+CO+H2ON2-H2O	
157.10896	5.3	5/94	6.0%	157.10839	-3.63	b{R}	IR+CO, y{R}-H2O, IK+CO+H2ON2-H2O	
157.13358	98.4	94/94	19.7%	157.13354	-0.25	a{AI}	a{AL}	COM
157.1386	0.7	3/94	1.0%	?	?	?	?	
157.8448	1.4	6/94	1.5%	?	?	?	?	
158.00245	1.2	9/94	1.7%	?	?	?	?	
158.06006	0.7	9/94	0.6%	158.06004	-0.13	a{GY}-H2O-NH3		
158.06348	50.3	13/94	5.0%	158.06341	-0.44	a{AM}-NH3	a{CV}-NH3, a{DS}-H2O+i, a{NS}-NH3+i, b{SS}-H2O+i, a{GGS}-NH3+i	
158.08118	4.2	24/94	0.8%	158.08117	-0.06	y{GV}-NH3	a{TT}-NH3	
158.09242	60.9	94/94	18.6%	158.0924	-0.13	a{AN}	a{GQ}, a{AGG}, y{R}-NH3, IR+CO+H2O-NH3, IK+CO+H2ON2-NH3	COM
158.10026	3.0	36/94	2.0%	158.1005	1.52	b{GV}+i	a{PS}+i, y{GV}-H2O+i, a{TT}-H2O+i	
158.11177	1.0	9/94	1.5%	158.11174	-0.19	b{R}+i	IR+CO+i, y{R}-H2O+i, IK+CO+H2ON2-H2O+i	
158.11754	2.5	14/94	1.4%	?	?	?	?	
158.12972	0.3	3/94	0.6%	?	?	?	?	
158.13049	0.4	7/94	0.8%	?	?	?	?	
158.13696	8.8	40/94	3.9%	158.13689	-0.44	a{AI}+i	a{AL}+i	
158.97391	0.5	3/94	0.9%	?	?	?	?	
158.995	0.4	4/94	0.6%	?	?	?	?	
159.02062	4.8	9/94	1.1%	?	?	?	?	
159.06519	12.2	60/94	0.8%	159.06519	0.0	C7H11O4		
159.06687	2.5	12/94	0.9%	159.06676	-0.69	a{AM}-NH3+i	a{CV}-NH3+i	
159.07648	49.2	94/94	13.8%	159.07642	-0.38	a{AD}	b{AS}, a{EG}, b{GT}, y{AS}-H2O, y{GT}-H2O	
159.08043	0.4	3/94	0.7%	?	?	?	?	
159.09166	184.4	94/94	25.4%	159.09167	0.06	IW	a{FG}-H2O	COM, IMM
159.10153	3.0	13/94	2.0%	?	?	?	?	
159.11282	40.4	94/94	8.1%	159.1128	-0.13	a{SV}		
159.11674	3.4	12/94	2.6%	?	?	?	?	
159.29437	6.1	3/94	6.7%	?	?	?	?	
159.98176	0.7	9/94	1.1%	?	?	?	?	
160.0427	9.1	52/96	1.4%	160.04268	-0.12	a{CT}-NH3	a{GM[Oxidation]}-NH3	
160.0455	0.9	10/96	0.6%	?	?	?	?	
160.07572	1.2	32/100	0.7%	160.07569	-0.19	a{FG}-NH3	b{PP}-H2O-NH3	
160.07916	2.9	36/100	1.8%	160.07977	3.81	a{AD}+i	b{AS}+i, a{EG}+i, b{GT}+i, y{AS}-H2O+i, y{GT}-H2O+i	
160.09508	13.7	93/100	4.3%	160.09502	-0.37	IW+i	a{FG}-H2O+i	IMM
160.11626	1.5	37/100	1.0%	160.11615	-0.69	a{SV}+i		
161.03624	8.1	7/100	1.5%	?	?	?	?	
161.03792	6.6	50/100	1.4%	161.03792	0.0	b{CG}	y{CG}-H2O, b{C[Carbamidomethyl]}, y{C[Carbamidomethyl]}-H2O	
161.05971	20.0	15/100	2.5%	?	?	?	?	
161.07432	3.4	45/100	1.1%	161.07431	-0.06	a{GM}		
161.08083	1.8	3/100	0.6%	?	?	?	?	
161.09208	11.9	100/100	2.5%	161.09207	-0.06	y{AA}	a{ST}	
161.09601	2.4	15/100	2.4%	?	?	?	?	
161.10735	3.7	11/100	1.2%	?	?	?	?	
161.11719	1.8	17/100	1.1%	?	?	?	?	
161.12848	4.9	9/100	0.9%	?	?	?	?	
161.1324	3.3	15/100	2.6%	?	?	?	?	
161.96099	3.0	5/100	0.6%	?	?	?	?	
162.02194	3.4	11/100	1.0%	162.02194	0.0	y{CG}-NH3	y{C[Carbamidomethyl]}-NH3	
162.0631	3.7	3/100	0.9%	?	?	?	?	
162.06621	3.2	10/100	2.3%	162.06619	-0.12	a{HS}-H2O-NH3		
162.07621	3.6	4/100	1.5%	?	?	?	?	
162.09131	6.1	73/100	1.6%	162.09134	0.19	b{PV}-H2O-NH3		
162.10258	2.0	26/100	1.5%	?	?	?	?	
162.11312	0.7	9/100	0.6%	?	?	?	?	
163.06142	3.0	4/100	0.6%	?	?	?	?	
163.07528	2.4	16/100	2.0%	?	?	?	?	
163.08658	1.9	20/100	0.9%	163.08659	0.06	IY+CO+NH3-H2O	a{PQ}-H2O-NH3, a{AGP}-H2O-NH3	IMM
163.09642	1.2	13/100	1.0%	?	?	?	?	
163.09745	1.0	3/100	0.8%	163.09782	2.27	a{AH}-H2O		
163.11168	3.0	17/100	2.5%	?	?	?	?	
163.148	3.2	15/100	2.3%	?	?	?	?	
163.98752	0.7	3/100	0.6%	?	?	?	?	
164.04026	0.6	4/100	3.5%	?	?	?	?	
164.05668	4.3	11/100	4.2%	164.05693	1.52	a{CS}+i		
164.0706	3.2	12/100	1.0%	164.0706	0.0	b{Y}	IY+CO, y{Y}-H2O, a{EP}-H2O-NH3, b{PT}-H2O-NH3	
164.08189	4.6	27/100	2.6%	164.08184	-0.3	a{AH}-NH3		
164.1043	3.8	16/100	1.5%	?	?	?	?	
164.10703	2.2	11/100	0.9%	164.10699	-0.24	b{VV}-H2O-NH3	a{AL[Acetyl]}-H2O-NH3	
164.11827	5.7	47/100	1.7%	164.11822	-0.3	C9H14N3		
165.04793	1.9	4/100	9.6%	?	?	?	?	
165.05466	4.9	43/100	1.8%	165.05462	-0.24	y{Y}-NH3		
165.06589	2.4	23/100	0.7%	165.06585	-0.24	b{AQ}-H2O-NH3	b{AAG}-H2O-NH3	
165.06921	3.1	13/100	1.4%	?	?	?	?	
165.07716	2.3	4/100	1.1%	?	?	?	?	
165.09096	5.3	19/100	3.9%	?	?	?	?	
165.10229	12.0	96/100	3.1%	165.10224	-0.3	b{AK}-H2O-NH3	a{IN}-H2O-NH3, a{LN}-H2O-NH3, a{QV}-H2O-NH3, a{AGV}-H2O-NH3, a{GGI}-H2O-NH3, a{GGL}-H2O-NH3	
165.11354	3.1	7/100	1.4%	165.11347	-0.42	a{AR}-H2O-NH3		
165.12734	1.3	15/100	1.2%	?	?	?	?	
165.1386	2.4	12/100	2.2%	165.13862	0.12	a{IP}-H2O	a{LP}-H2O, a{KV}-H2O-NH3	
165.16371	1.6	12/100	1.6%	?	?	?	?	
166.00753	1.1	10/100	1.7%	?	?	?	?	
166.04985	1.5	43/100	0.9%	166.04987	0.12	b{AE}-H2O-NH3		
166.05322	14.9	15/100	13.0%	166.05324	0.12	y{M[Oxidation]}		
166.06115	38.3	94/100	10.9%	166.0611	-0.3	a{NN}-H2O-NH3	a{GGN}-H2O-NH3	
166.07236	17.8	18/100	5.2%	?	?	?	?	
166.08627	14.1	91/100	5.7%	166.08626	-0.06	y{F}	a{DI}-H2O-NH3, a{DL}-H2O-NH3, a{EV}-H2O-NH3, b{IS}-H2O-NH3, b{LS}-H2O-NH3, b{TV}-H2O-NH3	
166.08993	0.6	3/100	0.7%	?	?	?	?	
166.09752	2.8	31/100	1.4%	166.09749	-0.18	a{NP}-H2O	a{GGP}-H2O	
166.11368	5.0	22/100	0.6%	?	?	?	?	
166.15915	3.0	4/100	1.6%	?	?	?	?	
166.98745	0.8	7/100	1.3%	?	?	?	?	
167.01614	3.2	3/100	0.9%	?	?	?	?	
167.03393	9.5	69/100	1.0%	167.03389	-0.24	C8H7O4		
167.04512	1.0	36/100	0.9%	167.04512	0.0	a{DN}-H2O-NH3	b{NS}-H2O-NH3, a{DGG}-H2O-NH3, b{GGS}-H2O-NH3	
167.04696	1.9	5/100	1.0%	?	?	?	?	
167.04802	1.3	8/100	1.4%	?	?	?	?	
167.05543	24.0	51/100	9.1%	167.05502	-2.45	C5H11O6		
167.06151	3.9	3/100	4.9%	?	?	?	?	
167.06452	2.9	12/100	1.2%	167.06445	-0.42	a{NN}-H2O-NH3+i	a{GGN}-H2O-NH3+i	
167.07017	1.3	11/100	1.8%	?	?	?	?	
167.08149	24.4	98/100	10.0%	167.0815	0.06	a{DP}-H2O	a{NP}-NH3, b{PS}-H2O, a{GGP}-NH3, a{QT}-H2O-NH3, a{AAS}-H2O-NH3, a{AGT}-H2O-NH3	
167.08966	5.6	13/100	3.5%	167.08961	-0.3	y{F}+i	a{DI}-H2O-NH3+i, a{DL}-H2O-NH3+i, a{EV}-H2O-NH3+i, b{IS}-H2O-NH3+i, b{LS}-H2O-NH3+i, b{TV}-H2O-NH3+i	
167.09282	9.9	88/100	3.6%	167.09274	-0.48	a{GH}		
167.10658	1.9	18/100	1.8%	?	?	?	?	
167.11787	6.6	55/100	4.8%	167.11789	0.12	a{PP}	b{AI}-H2O, b{AL}-H2O, a{KT}-H2O-NH3, a{GL[Acetyl]}-H2O	
167.12908	1.2	4/100	1.0%	?	?	?	?	
167.14294	0.6	6/100	0.8%	?	?	?	?	
167.15431	0.5	6/100	0.6%	167.15428	-0.18	a{IV}-H2O	a{LV}-H2O	
167.98682	0.4	5/100	0.9%	?	?	?	?	
168.02315	1.3	7/100	1.9%	?	?	?	?	
168.04778	3.5	13/100	0.7%	168.04776	-0.12	b{AM}-H2O-NH3	b{CV}-H2O-NH3, a{GM[Acetyl]}-H2O-NH3, a{DN}-H2O-NH3+i, b{NS}-H2O-NH3+i, a{DGG}-H2O-NH3+i, b{GGS}-H2O-NH3+i	
168.04902	1.4	7/100	1.1%	168.04847	-3.27	a{DN}-H2O-NH3+i	b{NS}-H2O-NH3+i, a{DGG}-H2O-NH3+i, b{GGS}-H2O-NH3+i	
168.05158	1.8	3/100	5.0%	?	?	?	?	
168.0556	5.0	30/100	3.8%	?	?	?	?	
168.06322	2.0	3/100	1.5%	?	?	?	?	
168.06552	24.2	90/100	2.6%	168.06552	0.0	a{DP}-NH3	b{PS}-NH3, a{ET}-H2O-NH3, y{PS}-H2O-NH3, b{TT}-H2O-NH3	
168.06878	1.3	12/100	0.9%	?	?	?	?	
168.07678	1.3	35/100	0.8%	168.07675	-0.18	b{AN}-H2O	b{GQ}-H2O, b{AGG}-H2O	
168.1019	1.1	10/100	1.2%	168.10191	0.06	b{AI}-NH3	b{AL}-NH3, y{AI}-H2O-NH3, y{AL}-H2O-NH3, a{GL[Acetyl]}-NH3	
168.10685	2.5	18/100	1.4%	?	?	?	?	
168.11314	0.9	9/100	1.7%	168.11314	0.0	b{GK}-H2O	a{NV}-H2O, a{AAA}-H2O, a{GGV}-H2O	
169.01785	3.6	13/100	0.6%	?	?	?	?	
169.02601	12.3	11/100	1.5%	?	?	?	?	
169.05221	5.2	29/100	3.5%	?	?	?	?	
169.06036	1.1	4/100	2.6%	169.06077	2.43	b{AD}-H2O	b{AN}-NH3, b{EG}-H2O, b{GQ}-NH3, b{AGG}-NH3, y{AN}-H2O-NH3, y{GQ}-H2O-NH3, y{AGG}-H2O-NH3, a{GSS}-H2O-NH3	
169.06076	13.1	90/100	4.2%	169.06077	0.06	b{AD}-H2O	b{AN}-NH3, b{EG}-H2O, b{GQ}-NH3, b{AGG}-NH3, y{AN}-H2O-NH3, y{GQ}-H2O-NH3, y{AGG}-H2O-NH3, a{GSS}-H2O-NH3	
169.06891	8.2	21/100	1.1%	169.06887	-0.24	a{DP}-NH3+i	b{PS}-NH3+i, a{ET}-H2O-NH3+i, y{PS}-H2O-NH3+i, b{TT}-H2O-NH3+i, C2H5N10	
169.07602	1.7	14/100	0.8%	169.07602	0.0	b{W}-H2O	IW+CO-H2O	
169.08587	9.1	16/100	7.3%	?	?	?	?	
169.08978	0.5	5/100	0.7%	?	?	?	?	
169.09123	1.3	3/100	1.7%	?	?	?	?	
